2026-07-08 17:31:21.851 +05:00 [INF] Starting Portfolio API
2026-07-08 17:31:22.213 +05:00 [WRN] Failed to determine the https port for redirect.
2026-07-08 17:32:59.637 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0289 ms
2026-07-08 17:32:59.640 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0146 ms
2026-07-08 17:32:59.643 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0247 ms
2026-07-08 17:32:59.645 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0162 ms
2026-07-08 17:32:59.649 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0165 ms
2026-07-08 17:32:59.651 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0156 ms
2026-07-08 17:32:59.654 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0150 ms
2026-07-08 17:32:59.656 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0283 ms
2026-07-08 17:32:59.659 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0154 ms
2026-07-08 17:32:59.661 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0141 ms
2026-07-08 17:32:59.662 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0193 ms
2026-07-08 17:32:59.666 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0160 ms
2026-07-08 17:32:59.668 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0196 ms
2026-07-08 17:32:59.670 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0117 ms
2026-07-08 17:32:59.672 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0256 ms
2026-07-08 17:32:59.675 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0122 ms
2026-07-08 17:32:59.677 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0106 ms
2026-07-08 17:32:59.679 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0135 ms
2026-07-08 17:32:59.682 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0154 ms
2026-07-08 17:32:59.684 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0115 ms
2026-07-08 17:32:59.686 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0100 ms
2026-07-08 17:32:59.688 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0114 ms
2026-07-08 17:32:59.690 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0381 ms
2026-07-08 17:32:59.692 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0133 ms
2026-07-08 17:32:59.694 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0153 ms
2026-07-08 17:32:59.698 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0274 ms
2026-07-08 17:32:59.700 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 0.8960 ms
2026-07-08 17:32:59.703 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 0.9017 ms
2026-07-08 17:32:59.705 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 0.8740 ms
2026-07-08 17:32:59.707 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 0.7685 ms
2026-07-08 17:32:59.710 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 1.2930 ms
2026-07-08 17:32:59.715 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 4.3951 ms
2026-07-08 17:32:59.720 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 0.3176 ms
2026-07-08 17:32:59.723 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 3.7493 ms
2026-07-08 17:32:59.723 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 2.6608 ms
2026-07-08 17:32:59.724 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 2.8788 ms
2026-07-08 17:32:59.724 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 2.9090 ms
2026-07-08 17:32:59.724 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 3.2158 ms
2026-07-08 17:32:59.725 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 2.6585 ms
2026-07-08 17:32:59.725 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 3.1814 ms
2026-07-08 17:32:59.726 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 3.3624 ms
2026-07-08 17:32:59.726 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 3.4287 ms
